VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
2306040004,e_e002195,4,성심당 본점,2023-06-04,2023-06-04,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,127.4272772,36.327658,,,POI01000TR002346V,성심당 본점,120.0,11,Y,1.0,,5.0,5.0,5.0,
2306040005,e_e002195,5,성심당 케이크 부티크,2023-06-04,2023-06-04,대전 중구 대종로 480,대전 중구 은행동 153,127.4268031,36.327511,,,POI01000TR010924V,성심당 케익부띠끄,30.0,11,N,2.0,,4.0,3.0,4.0,
2306040006,e_e002195,6,테마 오래,2023-06-04,2023-06-04,대전 중구 보문로205번길 13,대전 중구 대흥동 326-67,127.4230905,36.3206032,,,POI01000TR022758V,테미오래,90.0,2,N,3.0,,5.0,5.0,5.0,
2306040007,e_e002195,7,대전역,2023-06-04,2023-06-04,대전 동구 중앙로 215,대전 동구 정동 1-1,127.4341122,36.3322997,,,POI01000TR035392V,대전역,0.0,9,Y,6.0,,5.0,5.0,5.0,
2307010002,e_e003226,2,탕정 그 집 주꾸미 아산 직영점,2023-07-01,2023-07-01,충남 아산시 번영로234번길 18,충남 아산시 모종동 569-2,127.0170145,36.7822558,,,POI01000TR031532V,탕정그집쭈꾸미 아산직영점,60.0,9,N,2.0,,5.0,3.0,4.0,
2307010003,e_e003226,4,현충사,2023-07-01,2023-07-01,충남 아산시 염치읍 현충사길 126,충남 아산시 염치읍 백암리 298-1,,,,,POI01000TR023971V,현충사,120.0,2,N,1.0,,5.0,5.0,5.0,
2307010004,e_e003226,5,온양온천시장,2023-07-01,2023-07-01,,충남 아산시 온천동 240,,,,,POI01000TR029366V,온양온천시장,30.0,4,N,1.0,,4.0,5.0,5.0,
2307010005,e_e003226,3,설빙 충남 아산 온양온천점,2023-07-01,2023-07-01,충남 아산시 온궁로 22,충남 아산시 온천동 211-17,,,,,POI02000TR001877V,설빙 충남아산온양온천점,90.0,11,N,2.0,,4.0,4.0,4.0,
2307010007,e_e003226,6,온양온천랜드,2023-07-01,2023-07-02,충남 아산시 삼동로28번길 46,충남 아산시 모종동 583-7,127.0157686,36.7811927,,,POI010000006QQT7I,온양온천랜드,330.0,24,N,1.0,11.0,5.0,5.0,5.0,
2307020001,e_e003226,7,본가 어죽,2023-07-02,2023-07-02,충남 아산시 순천향로 413-8,충남 아산시 초사동 8,126.9715209,36.7573756,,,POI02000TR001878V,본가어죽,30.0,11,N,2.0,,5.0,3.0,5.0,
2307020002,e_e003226,8,카페나커,2023-07-02,2023-07-02,충남 아산시 순천향로 413-13,충남 아산시 기산동 157,126.9714423,36.7580064,,,POI01000TR008543V,카페노커,60.0,11,N,2.0,,5.0,5.0,5.0,
2307020003,e_e003226,9,신정호,2023-07-02,2023-07-02,,충남 아산시 점양동,126.9746639,36.7694369,,,POI01000TR031458V,신정호,90.0,1,N,1.0,,5.0,5.0,5.0,
2307120004,e_e004870,7,이월 서갑,2023-07-12,2023-07-12,충북 진천군 이월면 진안로 583-6,충북 진천군 이월면 신계리 679,127.3873301,36.9587315,,,POI02001TR024176V,이월서가,180.0,11,N,2.0,,5.0,5.0,5.0,
2307090002,e_e004944,2,혼가의 베트남 쌀국수 3호점,2023-07-09,2023-07-09,충북 진천군 진천읍 문진로 1006,충북 진천군 진천읍 사석리 181-1,127.4126781,36.8218117,,,POI02000TR003782V,혼가이베트남쌀국수 3호점,60.0,11,Y,4.0,,5.0,5.0,5.0,
2308190001,e_e007408,2,충주 탄금공원(구 세계무술공원),2023-08-19,2023-08-19,충북 충주시 남한강로 38,충북 충주시 금릉동 597,127.9064312,36.9896752,,,POI01000TR026454V,충주탄금공원(구 세계무술공원),30.0,1,N,1.0,,4.0,4.0,4.0,
2308190002,e_e007408,3,충주 라바 랜드,2023-08-19,2023-08-19,충북 충주시 남한강로 30,충북 충주시 금릉동 533,127.9078556,36.9893111,,,POI01000000BGDPNC,충주라바랜드,180.0,6,N,2.0,,5.0,5.0,5.0,
2308190003,e_e007408,4,중앙탑 막국수,2023-08-19,2023-08-19,충북 충주시 중앙탑면 중앙탑길 109,충북 충주시 중앙탑면 탑평리 41,127.8642122,37.0180453,,,POI01000TR020579V,중앙탑막국수,90.0,11,N,1.0,,4.0,3.0,3.0,
2308190004,e_e007408,5,중앙탑 사적공원,2023-08-19,2023-08-19,,충북 충주시 중앙탑면 탑평리 50,127.8662637,37.0182177,,,POI01000TR022612V,중앙탑사적공원,60.0,1,N,1.0,,4.0,4.0,4.0,
2308250003,e_e011214,2,예산역,2023-08-25,2023-08-25,충남 예산군 예산읍 역전로 83,충남 예산군 예산읍 산성리 358-8,126.8288884,36.6866944,,,POI01000000E1IX3T,예산역,0.0,9,N,11.0,,5.0,5.0,5.0,
2308250004,e_e011214,3,달팽이 미술관,2023-08-25,2023-08-25,충남 예산군 대흥면 의좋은형제길 32,충남 예산군 대흥면 동서리 106-1,126.7888295,36.6069971,,,POI010000006QM9OB,달팽이미술관,0.0,2,N,10.0,,5.0,4.0,4.0,
2308250006,e_e011214,5,예산 황새공원,2023-08-25,2023-08-25,충남 예산군 광시면 시목대리길 62-19,충남 예산군 광시면 대리 230,126.7995566,36.5431007,,,POI01000000BZZ85I,예산황새공원,60.0,13,N,2.0,,5.0,4.0,5.0,
2308250007,e_e011214,6,대흥임존성,2023-08-25,2023-08-25,,충남 예산군 광시면 동산리 산 10,126.778547,36.5917507,,,POI03000TR013650V,대흥임존성,30.0,1,N,9.0,,5.0,3.0,3.0,
2308250008,e_e011214,7,예당호 모노레일,2023-08-25,2023-08-25,충남 예산군 응봉면 예당관광로 158,충남 예산군 응봉면 후사리 88,126.7996816,36.6373966,,,POI01000TR026741V,예당호 모노레일,30.0,6,N,9.0,,4.0,5.0,4.0,
2308250009,e_e011214,8,예당호 출렁다리,2023-08-25,2023-08-25,,충남 예산군 응봉면 후사리 35,126.802037,36.6389144,,,POI01000TR008281V,예당호출렁다리,30.0,1,N,11.0,,5.0,5.0,5.0,
2308250010,e_e011214,9,예산 상설시장,2023-08-25,2023-08-25,충남 예산군 예산읍 형제고개로 967,충남 예산군 예산읍 예산리 333-1,126.849602,36.6769757,,,POI01000000E97864,예산시장입구,90.0,4,N,11.0,,4.0,4.0,4.0,
2308250012,e_e011214,11,사과다,2023-08-25,2023-08-25,충남 예산군 예산읍 형제고개로 972,충남 예산군 예산읍 예산리 312-1,126.850179,36.6771315,,,POI02001TR014003V,사과당,0.0,4,N,1.0,,4.0,3.0,4.0,
2308250013,e_e011214,12,낙원 약과,2023-08-25,2023-08-25,충남 예산군 예산읍 형제고개로 967,충남 예산군 예산읍 예산리 333-11,126.8499645,36.6769726,,,POI03000TR025833V,낙원약과,0.0,4,N,1.0,,4.0,3.0,4.0,
2308250014,e_e011214,13,예산종합터미널,2023-08-25,2023-08-25,충남 예산군 예산읍 금오대로 35-14,충남 예산군 예산읍 산성리 647,126.832349,36.6944634,,,POI010000009GC00X,예산종합터미널,30.0,9,N,6.0,,3.0,3.0,3.0,
2309090004,e_e013132,4,왜목마을해수욕장,2023-09-09,2023-09-09,,충남 당진시 석문면 교로리 844-12,126.5269594,37.0447042,,,POI01000TR023198V,왜목마을해수욕장,120.0,1,Y,4.0,,5.0,5.0,5.0,
2309090005,e_e013132,5,삽교호 놀이공원,2023-09-09,2023-09-09,충남 당진시 신평면 삽교천3길 15,충남 당진시 신평면 운정리 208-1,126.8223773,36.8902283,,,POI01000TR042112V,삽교호 놀이동산,60.0,6,Y,1.0,,5.0,5.0,5.0,
2309230003,e_e013143,3,국립 중앙과학관,2023-09-23,2023-09-23,대전 유성구 대덕대로 481,대전 유성구 구성동 32-2,127.3752118,36.3760691,,,POI01000TR033108V,국립중앙과학관,210.0,3,Y,1.0,,5.0,5.0,5.0,
2309230004,e_e013143,4,엑스포과학공원 한빛탑,2023-09-23,2023-09-23,대전 유성구 대덕대로 480,대전 유성구 도룡동 3-1,127.3880837,36.3766291,,,POI01000TR030434V,엑스포과학공원 한빛탑,60.0,1,Y,1.0,,5.0,5.0,5.0,
2309230002,e_e013144,2,한밭수목원 수생식물원,2023-09-23,2023-09-23,대전 서구 둔산대로 169,대전 서구 만년동 396,127.3907173,36.3684351,,,POI03000TR027119V,한밭수목원 수생식물원,60.0,6,Y,1.0,,5.0,5.0,5.0,
2309230003,e_e013144,3,엑스포시민광장,2023-09-23,2023-09-23,대전 서구 둔산대로 169,대전 서구 만년동 396,127.3880857,36.3680652,,,POI01000TR013468V,엑스포시민광장,60.0,8,Y,9.0,,5.0,5.0,5.0,
2309230004,e_e013144,5,카이스트 본원,2023-09-23,2023-09-23,대전 유성구 대학로 291,대전 유성구 구성동 23,127.3612929,36.3705328,,,POI02001TR028758V,카이스트 본원,60.0,12,Y,1.0,,5.0,5.0,5.0,
2309230005,e_e013144,4,동원 칼국수,2023-09-23,2023-09-23,대전 서구 청사서로54번길 11,대전 서구 월평동 230,127.3773404,36.3627034,,,POI010000008BACHI,동원손칼국수,60.0,11,N,5.0,,5.0,5.0,5.0,
2309240002,e_e013149,2,만천하 스카이워크,2023-09-24,2023-09-24,,충북 단양군 적성면 애곡리 산 1-27,128.3395703,36.9804126,,,POI01000TR033468V,만천하스카이워크,60.0,1,N,2.0,,5.0,3.0,5.0,
2309240003,e_e013149,3,단양강잔도,2023-09-24,2023-09-24,,충북 단양군 적성면 애곡리,128.339651,36.9779682,,,POI01000TR027580V,단양강잔도,60.0,1,N,1.0,,5.0,3.0,5.0,
2309240004,e_e013149,5,경남 식당,2023-09-24,2023-09-24,충북 단양군 단양읍 고수동굴길 4-8,충북 단양군 단양읍 고수리 127-13,128.3821349,36.9884915,,,POI01000TR028375V,경남식당,30.0,4,N,2.0,,5.0,4.0,5.0,
2309240005,e_e013149,4,단양국민체육센터,2023-09-24,2023-09-24,충북 단양군 단양읍 군청로 84-8,충북 단양군 단양읍 별곡리 301,128.3646812,36.9865166,,,POI01000000B4JY4W,단양국민체육센터,60.0,12,N,11.0,,5.0,1.0,1.0,
2309240006,e_e013149,6,단양구경시장,2023-09-24,2023-09-24,충북 단양군 단양읍 도전5길 31,충북 단양군 단양읍 도전리 615,128.3699822,36.9824911,,,POI010000007UH90N,단양구경시장,90.0,4,N,1.0,,5.0,4.0,4.0,
2309240002,e_e013179,2,대흥식당,2023-09-24,2023-09-24,충남 예산군 대흥면 노동길 14,충남 예산군 대흥면 노동리 456-3,126.8147673,36.6292062,,,POI01000000EK32QP,대흥식당,90.0,11,N,5.0,,5.0,5.0,5.0,
2309240004,e_e013179,3,유양 창고,2023-09-24,2023-09-24,충남 예산군 덕산면 수덕사로 1163-4,충남 예산군 덕산면 둔리 481-3,126.6421525,36.6743163,,,POI01000000CTWRD1,유양창고,60.0,11,N,1.0,,4.0,4.0,4.0,
2309240005,e_e013179,4,충의사,2023-09-24,2023-09-24,충남 예산군 덕산면 덕산온천로 183-5,충남 예산군 덕산면 시량리 119-1,126.6527973,36.6884054,,,POI03000TR017909V,충의사,0.0,2,N,10.0,,5.0,5.0,5.0,
2309240006,e_e013179,5,윤봉길 의사 기념관,2023-09-24,2023-09-24,충남 예산군 덕산면 덕산온천로 183-5,충남 예산군 덕산면 시량리 119-1,126.6513958,36.6865594,,,POI01000000BVG0CU,윤봉길의사기념관,30.0,2,N,10.0,,5.0,2.0,2.0,
2309240007,e_e013179,6,처한당,2023-09-24,2023-09-24,충남 예산군 덕산면 덕산온천로 182-10,충남 예산군 덕산면 시량리 135,126.6519522,36.6849939,,,POI03000TR027127V,저한당,0.0,2,N,10.0,,4.0,2.0,2.0,
2309230003,e_e013184,3,대전복합터미널,2023-09-23,2023-09-23,대전 동구 동서대로1695번길 30,대전 동구 용전동 68-2,127.4367522,36.3503244,,,POI01000000E2MODZ,대전복합터미널,30.0,9,N,6.0,,4.0,5.0,5.0,
2309230004,e_e013184,4,성심당 본점,2023-09-23,2023-09-23,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,127.4272772,36.327658,,,POI01000TR002346V,성심당 본점,90.0,4,Y,4.0,,5.0,5.0,5.0,
2309230005,e_e013184,5,대전중앙시장,2023-09-23,2023-09-23,대전 동구 대전로 783,대전 동구 원동 51-1,127.4331992,36.3295517,,,POI01000TR037523V,대전중앙시장,90.0,4,N,5.0,,2.0,1.0,2.0,
2309230006,e_e013184,6,대전복합터미널,2023-09-23,2023-09-23,대전 동구 동서대로1695번길 30,대전 동구 용전동 68-2,127.4367522,36.3503244,,,POI01000000E2MODZ,대전복합터미널,60.0,9,Y,6.0,,4.0,4.0,4.0,
2309230003,e_e013188,3,바른 찜 갈비,2023-09-23,2023-09-23,충남 아산시 신정호길192번길 4,충남 아산시 점양동 115-2,126.9705933,36.767157,,,POI03000TR019146V,바른찜갈비,30.0,11,N,1.0,,5.0,5.0,5.0,
2309230004,e_e013188,4,신정호 관광단지,2023-09-23,2023-09-23,충남 아산시 신정로 616,충남 아산시 방축동 5,126.9844168,36.7727907,,,POI0100000069MA29,신정호관광단지,30.0,7,N,2.0,,5.0,5.0,5.0,
2309230005,e_e013188,5,아마르 라운지,2023-09-23,2023-09-23,충남 아산시 신정호길 33-50,충남 아산시 방축동 742,126.9811477,36.7750845,,,POI03000TR023816V,아마르라운지,60.0,11,N,9.0,,5.0,5.0,5.0,
2309270003,e_e013282,2,삽교호 함상공원,2023-09-27,2023-09-27,충남 당진시 신평면 삽교천3길 79,충남 당진시 신평면 운정리 197-3,126.8261565,36.889841,,,POI0100000069P1VW,삽교호 함상공원,30.0,13,N,1.0,,3.0,2.0,2.0,
2309270004,e_e013282,3,삽교호 놀이공원,2023-09-27,2023-09-27,충남 당진시 신평면 삽교천3길 15,충남 당진시 신평면 운정리 208-1,126.8223773,36.8902283,,,POI01000TR042112V,삽교호 놀이동산,30.0,6,Y,4.0,,4.0,3.0,3.0,
2309270005,e_e013282,4,조개 사랑,2023-09-27,2023-09-27,충남 당진시 신평면 삽교천3길 84,충남 당진시 신평면 운정리 965-4,126.8244347,36.8902449,,,POI03000TR027546V,조개사랑,60.0,11,N,2.0,,4.0,4.0,4.0,
2309270006,e_e013282,5,할리스 당진시청점,2023-09-27,2023-09-27,충남 당진시 시청2로 49-25,충남 당진시 수청동 1040,126.6466695,36.8876732,,,POI03000TR027547V,할리스 당진시청점,30.0,11,N,6.0,,4.0,3.0,3.0,
2309270007,e_e013282,6,롯데시네마 당진,2023-09-27,2023-09-27,충남 당진시 시청2로 49-19,충남 당진시 수청동 1041,126.6466741,36.8871668,,,POI01000TR002637V,롯데시네마 당진,180.0,3,N,6.0,,4.0,3.0,3.0,
2304290002,f_f000001,3,마검포태안캠핑장,2023-04-29,2023-04-30,충남 태안군 남면 마검포길 311-42,충남 태안군 남면 신온리 952-33,126.2911587,36.6070673,,,POI01000TR001843V,마검포태안캠핑장,780.0,24,Y,4.0,5.0,5.0,5.0,5.0,4128113200.0
2304300001,f_f000001,4,태안 로컬푸드 직매장,2023-04-30,2023-04-30,충남 태안군 남면 안면대로 1641,충남 태안군 남면 당암리 751,126.315745,36.6119726,,,POI01000TR027313V,태안 로컬푸드 직매장,60.0,4,Y,6.0,,5.0,5.0,5.0,
2304300003,f_f000001,5,마검포태안캠핑장,2023-04-30,2023-05-01,충남 태안군 남면 마검포길 311-42,충남 태안군 남면 신온리 952-33,126.2911587,36.6070673,,,POI01000TR001843V,마검포태안캠핑장,660.0,24,Y,4.0,5.0,5.0,5.0,5.0,
2305010001,f_f000001,6,태후,2023-05-01,2023-05-01,충남 서산시 해미면 읍성마을3길 46,충남 서산시 해미면 읍내리 123,126.5475987,36.7098692,,,POI02001TR029992V,태후,60.0,11,N,2.0,,5.0,5.0,5.0,
2305010002,f_f000001,7,해미읍성,2023-05-01,2023-05-01,충남 서산시 해미면 남문2로 143,충남 서산시 해미면 읍내리 491,126.5482159,36.7126551,,,POI01000TR035909V,해미읍성,60.0,2,N,10.0,,5.0,5.0,5.0,
2305010003,f_f000001,8,CU 서산 해미읍성점,2023-05-01,2023-05-01,충남 서산시 해미면 남문2로 159,충남 서산시 해미면 읍내리 97-4,126.548635,36.7102561,,,POI01000000DZ357N,CU서산해미읍성점,30.0,10,N,9.0,,5.0,5.0,5.0,
2304290002,f_f000004,2,청양 임시휴게소 서천 방향,2023-04-29,2023-04-29,충남 청양군 목면 서천공주고속도로 49,충남 청양군 목면 대평리 105,126.9901569,36.3987097,,,POI02001TR028001V,청양임시휴게소 서천방향,30.0,9,N,9.0,,5.0,5.0,4.0,
2305010006,f_f000004,20,부여 백제 휴게소 주유소 공주방향,2023-05-01,2023-05-01,충남 부여군 내산면 서천공주고속도로 26,충남 부여군 내산면 율암리 133,126.8006864,36.2597045,,,POI01000000BXE5TG,부여백제휴게소,30.0,9,N,6.0,,5.0,5.0,5.0,
2304280002,f_f000030,2,태안서 부시장,2023-04-28,2023-04-28,충남 태안군 태안읍 시장1길 34,충남 태안군 태안읍 남문리 170-4,126.2960894,36.7534839,,,POI01000000BZXL9X,태안서부시장,30.0,4,N,6.0,,4.0,3.0,3.0,
2304280003,f_f000030,3,센티 마르 펜션 글램핑 캠핑장,2023-04-28,2023-04-29,충남 태안군 원북면 학암포길 47-6,충남 태안군 원북면 방갈리 515-6,126.2101949,36.8983221,,,POI010000006BNIEW,꽃게다리,390.0,24,N,7.0,3.0,5.0,5.0,5.0,
2304290001,f_f000030,4,바다회수산,2023-04-29,2023-04-29,충남 태안군 남면 마검포길 401,충남 태안군 남면 신온리 2-1,126.2881009,36.6175048,,,POI02001TR011735V,바다회수산,60.0,11,N,5.0,,3.0,2.0,2.0,
2304290002,f_f000030,5,텅,2023-04-29,2023-04-29,충남 태안군 태안읍 중앙로 305,충남 태안군 태안읍 평천리 708-11,126.3187268,36.7524442,,,POI01000TR010495V,텅,60.0,11,N,2.0,,3.0,3.0,3.0,
2304290003,f_f000030,6,커피 인터뷰 파도리점,2023-04-29,2023-04-29,충남 태안군 소원면 파도길 61-9,충남 태안군 소원면 파도리 688,126.1331259,36.7378988,,,POI01000TR030532V,커피인터뷰 파도리점,90.0,11,N,1.0,,5.0,5.0,5.0,
2304290004,f_f000030,7,파도리 해식동굴,2023-04-29,2023-04-29,,충남 태안군 소원면 파도리 산 203,126.1332751,36.7443463,,,POI01000TR014167V,파도리해식동굴,60.0,1,N,1.0,,5.0,5.0,5.0,
2304290005,f_f000030,10,피나클랜드 수목원,2023-04-29,2023-04-29,충남 아산시 영인면 월선길 20-42,충남 아산시 영인면 월선리 346-2,126.9272757,36.8737081,,,POI01000000BZYFEX,피나클랜드,150.0,8,N,1.0,,5.0,5.0,5.0,
2304290006,f_f000030,9,하쿠,2023-04-29,2023-04-29,충남 아산시 삼동로 13,충남 아산시 온천동 307-16,127.0103018,36.7813735,,,POI02001TR031804V,하쿠,180.0,11,N,9.0,,5.0,4.0,4.0,
2304290007,f_f000030,11,이틀 호텔,2023-04-29,2023-04-30,충남 아산시 온화로11번길 10,충남 아산시 온천동 492,126.9993099,36.7787932,,,POI02001TR024296V,이틀호텔,1440.0,24,N,8.0,2.0,3.0,3.0,3.0,
2304290008,f_f000030,8,이틀 호텔,2023-04-29,2023-04-29,충남 아산시 온화로11번길 10,충남 아산시 온천동 492,126.9993099,36.7787932,,,POI02001TR024296V,이틀호텔,0.0,24,N,8.0,2.0,3.0,3.0,3.0,
2304300001,f_f000030,12,고향식당,2023-04-30,2023-04-30,충남 아산시 번영로 226,충남 아산시 모종동 567-1,127.0156392,36.7839537,,,POI01000000EVW4BG,고향식당,30.0,11,N,1.0,,5.0,4.0,4.0,
2304300002,f_f000030,13,모 나무르,2023-04-30,2023-04-30,충남 아산시 순천향로 624,충남 아산시 장존동 185-7,126.9922913,36.7507753,,,POI01000TR029711V,모나무르,90.0,4,N,1.0,,4.0,4.0,4.0,
2304300003,f_f000030,14,지중해마을,2023-04-30,2023-04-30,충남 아산시 탕정면 탕정면로8번길 55-7,충남 아산시 탕정면 명암리 949-1,127.0616441,36.7969509,,,POI01000TR004648V,지중해마을,60.0,4,N,1.0,,2.0,2.0,2.0,
2304300004,f_f000030,15,세종 호수 공원,2023-04-30,2023-04-30,,세종특별자치시 연기면 세종리 114-380,127.2734214,36.4979378,,,POI010000006PIPKI,세종호수공원,90.0,7,N,1.0,,5.0,5.0,5.0,
